timestamp,node_id,device_id,device_name,value,pin
2026-02-19 18:35:23,AAG,AAG001,습도 센서,88.99,GPIO0(ADC)
2026-02-19 18:35:23,AAH,AAH001,CO2 센서,27.32,GPIO0(ADC)
2026-02-19 18:35:23,AAI,AAI001,수온 센서,46.04,GPIO0(ADC)
2026-02-19 18:35:23,AAJ,AAJ001,양액탱크 레벨 센서,37.2,GPIO0(ADC)
2026-02-19 18:36:24,AAA,AAA001,pH 센서,9.02,GPIO0(ADC)
2026-02-19 18:36:24,AAA,AAA002,EC 센서,12.52,GPIO1(ADC)
2026-02-19 18:36:24,AAB,AAB001,pH 센서,55.56,GPIO0(ADC)
2026-02-19 18:36:24,AAC,AAC001,수위 센서,25.21,GPIO0(ADC)
2026-02-19 18:36:24,AAD,AAD001,온도 센서,1.17,GPIO5
2026-02-19 18:36:24,AAE,AAE001,조도(PPFD) 센서,10.56,GPIO0(ADC)
2026-02-19 18:36:24,AAF,AAF001,DO(용존산소) 센서,65.82,GPIO0(ADC)
2026-02-19 18:36:24,AAG,AAG001,습도 센서,65.36,GPIO0(ADC)
2026-02-19 18:36:24,AAH,AAH001,CO2 센서,71.45,GPIO0(ADC)
2026-02-19 18:36:24,AAI,AAI001,수온 센서,24.34,GPIO0(ADC)
2026-02-19 18:36:24,AAJ,AAJ001,양액탱크 레벨 센서,45.44,GPIO0(ADC)
2026-02-19 18:42:47,AAA,AAA001,pH 센서,25.82,GPIO0(ADC)
2026-02-19 18:42:47,AAA,AAA002,EC 센서,0.72,GPIO1(ADC)
2026-02-19 18:42:47,AAB,AAB001,pH 센서,4.34,GPIO0(ADC)
2026-02-19 18:42:47,AAC,AAC001,수위 센서,65.8,GPIO0(ADC)
2026-02-19 18:42:47,AAD,AAD001,온도 센서,46.93,GPIO5
2026-02-19 18:42:47,AAE,AAE001,조도(PPFD) 센서,91.83,GPIO0(ADC)
2026-02-19 18:42:47,AAF,AAF001,DO(용존산소) 센서,7.14,GPIO0(ADC)
2026-02-19 18:42:47,AAG,AAG001,습도 센서,72.14,GPIO0(ADC)
2026-02-19 18:42:47,AAH,AAH001,CO2 센서,8.9,GPIO0(ADC)
2026-02-19 18:42:47,AAI,AAI001,수온 센서,0.75,GPIO0(ADC)
2026-02-19 18:42:47,AAJ,AAJ001,양액탱크 레벨 센서,90.35,GPIO0(ADC)
2026-02-19 18:43:47,AAA,AAA001,pH 센서,33.28,GPIO0(ADC)
2026-02-19 18:43:47,AAA,AAA002,EC 센서,70.76,GPIO1(ADC)
2026-02-19 18:43:47,AAB,AAB001,pH 센서,50.77,GPIO0(ADC)
2026-02-19 18:43:47,AAC,AAC001,수위 센서,61.92,GPIO0(ADC)
2026-02-19 18:43:47,AAD,AAD001,온도 센서,27.57,GPIO5
2026-02-19 18:43:47,AAE,AAE001,조도(PPFD) 센서,67.44,GPIO0(ADC)
2026-02-19 18:43:47,AAF,AAF001,DO(용존산소) 센서,44.9,GPIO0(ADC)
2026-02-19 18:43:47,AAG,AAG001,습도 센서,43.22,GPIO0(ADC)
2026-02-19 18:43:47,AAH,AAH001,CO2 센서,47.09,GPIO0(ADC)
2026-02-19 18:43:47,AAI,AAI001,수온 센서,10.86,GPIO0(ADC)
2026-02-19 18:43:47,AAJ,AAJ001,양액탱크 레벨 센서,27.96,GPIO0(ADC)
2026-02-19 18:46:19,AAA,AAA001,pH 센서,32.45,GPIO0(ADC)
2026-02-19 18:46:19,AAA,AAA002,EC 센서,8.7,GPIO1(ADC)
2026-02-19 18:46:19,AAB,AAB001,pH 센서,35.32,GPIO0(ADC)
2026-02-19 18:46:19,AAC,AAC001,수위 센서,85.85,GPIO0(ADC)
2026-02-19 18:46:19,AAD,AAD001,온도 센서,47.27,GPIO5
2026-02-19 18:46:19,AAE,AAE001,조도(PPFD) 센서,19.22,GPIO0(ADC)
2026-02-19 18:46:19,AAF,AAF001,DO(용존산소) 센서,97.34,GPIO0(ADC)
2026-02-19 18:46:19,AAG,AAG001,습도 센서,3.35,GPIO0(ADC)
2026-02-19 18:46:19,AAH,AAH001,CO2 센서,16.42,GPIO0(ADC)
2026-02-19 18:46:19,AAI,AAI001,수온 센서,73.73,GPIO0(ADC)
2026-02-19 18:46:19,AAJ,AAJ001,양액탱크 레벨 센서,33.79,GPIO0(ADC)
2026-02-19 20:44:48,AAA,AAA001,pH 센서,92.02,GPIO0(ADC)
2026-02-19 20:44:48,AAA,AAA002,EC 센서,56.45,GPIO1(ADC)
2026-02-19 20:44:48,AAB,AAB001,pH 센서,10.72,GPIO0(ADC)
2026-02-19 20:44:48,AAC,AAC001,수위 센서,32.54,GPIO0(ADC)
2026-02-19 20:44:48,AAD,AAD001,온도 센서,49.62,GPIO5
2026-02-19 20:44:48,AAE,AAE001,조도(PPFD) 센서,63.56,GPIO0(ADC)
2026-02-19 20:44:48,AAF,AAF001,DO(용존산소) 센서,99.39,GPIO0(ADC)
2026-02-19 20:44:48,AAG,AAG001,습도 센서,45.51,GPIO0(ADC)
2026-02-19 20:44:48,AAH,AAH001,CO2 센서,3.31,GPIO0(ADC)
2026-02-19 20:44:48,AAI,AAI001,수온 센서,86.78,GPIO0(ADC)
2026-02-19 20:44:48,AAJ,AAJ001,양액탱크 레벨 센서,99.87,GPIO0(ADC)
2026-02-19 20:48:13,AAA,AAA001,pH 센서,19.56,GPIO0(ADC)
2026-02-19 20:48:13,AAA,AAA002,EC 센서,4.98,GPIO1(ADC)
2026-02-19 20:48:13,AAB,AAB001,pH 센서,71.59,GPIO0(ADC)
2026-02-19 20:48:13,AAC,AAC001,수위 센서,52.41,GPIO0(ADC)
2026-02-19 20:48:13,AAD,AAD001,온도 센서,20.85,GPIO5
2026-02-19 20:48:13,AAE,AAE001,조도(PPFD) 센서,17.83,GPIO0(ADC)
2026-02-19 20:48:13,AAF,AAF001,DO(용존산소) 센서,87.17,GPIO0(ADC)
2026-02-19 20:48:13,AAG,AAG001,습도 센서,85.0,GPIO0(ADC)
2026-02-19 20:48:13,AAH,AAH001,CO2 센서,24.6,GPIO0(ADC)
2026-02-19 20:48:13,AAI,AAI001,수온 센서,48.69,GPIO0(ADC)
2026-02-19 20:48:13,AAJ,AAJ001,양액탱크 레벨 센서,23.84,GPIO0(ADC)
2026-02-19 20:49:14,AAA,AAA001,pH 센서,95.76,GPIO0(ADC)
2026-02-19 20:49:14,AAA,AAA002,EC 센서,87.41,GPIO1(ADC)
2026-02-19 20:49:14,AAB,AAB001,pH 센서,15.71,GPIO0(ADC)
2026-02-19 20:49:14,AAC,AAC001,수위 센서,76.78,GPIO0(ADC)
2026-02-19 20:49:14,AAD,AAD001,온도 센서,71.8,GPIO5
2026-02-19 20:49:14,AAE,AAE001,조도(PPFD) 센서,79.73,GPIO0(ADC)
2026-02-19 20:49:14,AAF,AAF001,DO(용존산소) 센서,29.42,GPIO0(ADC)
2026-02-19 20:49:14,AAG,AAG001,습도 센서,79.45,GPIO0(ADC)
2026-02-19 20:49:14,AAH,AAH001,CO2 센서,21.51,GPIO0(ADC)
2026-02-19 20:49:14,AAI,AAI001,수온 센서,22.58,GPIO0(ADC)
2026-02-19 20:49:14,AAJ,AAJ001,양액탱크 레벨 센서,50.06,GPIO0(ADC)
2026-02-19 20:50:14,AAA,AAA001,pH 센서,38.06,GPIO0(ADC)
2026-02-19 20:50:14,AAA,AAA002,EC 센서,95.23,GPIO1(ADC)
2026-02-19 20:50:14,AAB,AAB001,pH 센서,64.7,GPIO0(ADC)
2026-02-19 20:50:14,AAC,AAC001,수위 센서,52.72,GPIO0(ADC)
2026-02-19 20:50:14,AAD,AAD001,온도 센서,78.44,GPIO5
2026-02-19 20:50:14,AAE,AAE001,조도(PPFD) 센서,82.86,GPIO0(ADC)
2026-02-19 20:50:14,AAF,AAF001,DO(용존산소) 센서,7.85,GPIO0(ADC)
2026-02-19 20:50:14,AAG,AAG001,습도 센서,94.67,GPIO0(ADC)
2026-02-19 20:50:14,AAH,AAH001,CO2 센서,19.18,GPIO0(ADC)
2026-02-19 20:50:14,AAI,AAI001,수온 센서,7.69,GPIO0(ADC)
2026-02-19 20:50:14,AAJ,AAJ001,양액탱크 레벨 센서,25.88,GPIO0(ADC)
2026-02-19 21:35:37,AAA,AAA001,pH 센서,49.4,GPIO0(ADC)
2026-02-19 21:35:37,AAA,AAA002,EC 센서,57.01,GPIO1(ADC)
2026-02-19 21:35:37,AAB,AAB001,pH 센서,57.9,GPIO0(ADC)
2026-02-19 21:35:37,AAC,AAC001,수위 센서,69.78,GPIO0(ADC)
2026-02-19 21:35:37,AAD,AAD001,온도 센서,50.17,GPIO5
2026-02-19 21:35:37,AAE,AAE001,조도(PPFD) 센서,28.07,GPIO0(ADC)
2026-02-19 21:35:37,AAF,AAF001,DO(용존산소) 센서,65.95,GPIO0(ADC)
2026-02-19 21:35:37,AAG,AAG001,습도 센서,23.47,GPIO0(ADC)
2026-02-19 21:35:37,AAH,AAH001,CO2 센서,64.04,GPIO0(ADC)
2026-02-19 21:35:37,AAI,AAI001,수온 센서,20.25,GPIO0(ADC)
2026-02-19 21:35:37,AAJ,AAJ001,양액탱크 레벨 센서,37.45,GPIO0(ADC)
2026-02-19 21:36:38,AAA,AAA001,pH 센서,65.93,GPIO0(ADC)
2026-02-19 21:36:38,AAA,AAA002,EC 센서,56.4,GPIO1(ADC)
2026-02-19 21:36:38,AAB,AAB001,pH 센서,45.0,GPIO0(ADC)
2026-02-19 21:36:38,AAC,AAC001,수위 센서,44.5,GPIO0(ADC)
2026-02-19 21:36:38,AAD,AAD001,온도 센서,32.15,GPIO5
2026-02-19 21:36:38,AAE,AAE001,조도(PPFD) 센서,56.87,GPIO0(ADC)
2026-02-19 21:36:38,AAF,AAF001,DO(용존산소) 센서,61.56,GPIO0(ADC)
2026-02-19 21:36:38,AAG,AAG001,습도 센서,61.47,GPIO0(ADC)
2026-02-19 21:36:38,AAH,AAH001,CO2 센서,56.77,GPIO0(ADC)
2026-02-19 21:36:38,AAI,AAI001,수온 센서,51.57,GPIO0(ADC)
2026-02-19 21:36:38,AAJ,AAJ001,양액탱크 레벨 센서,42.05,GPIO0(ADC)
2026-02-19 21:37:40,AAA,AAA001,pH 센서,44.12,GPIO0(ADC)
2026-02-19 21:37:40,AAA,AAA002,EC 센서,62.91,GPIO1(ADC)
2026-02-19 21:37:40,AAB,AAB001,pH 센서,35.53,GPIO0(ADC)
2026-02-19 21:37:40,AAC,AAC001,수위 센서,32.44,GPIO0(ADC)
2026-02-19 21:37:40,AAD,AAD001,온도 센서,57.38,GPIO5
2026-02-19 21:37:40,AAE,AAE001,조도(PPFD) 센서,56.59,GPIO0(ADC)
2026-02-19 21:37:40,AAF,AAF001,DO(용존산소) 센서,41.72,GPIO0(ADC)
2026-02-19 21:37:40,AAG,AAG001,습도 센서,56.9,GPIO0(ADC)
2026-02-19 21:37:40,AAH,AAH001,CO2 센서,52.69,GPIO0(ADC)
2026-02-19 21:37:40,AAI,AAI001,수온 센서,47.51,GPIO0(ADC)
2026-02-19 21:37:40,AAJ,AAJ001,양액탱크 레벨 센서,40.6,GPIO0(ADC)
2026-02-19 21:38:41,AAA,AAA001,pH 센서,52.54,GPIO0(ADC)
2026-02-19 21:38:41,AAA,AAA002,EC 센서,62.68,GPIO1(ADC)
2026-02-19 21:38:41,AAB,AAB001,pH 센서,62.5,GPIO0(ADC)
2026-02-19 21:38:41,AAC,AAC001,수위 센서,68.66,GPIO0(ADC)
2026-02-19 21:38:41,AAD,AAD001,온도 센서,16.1,GPIO5
2026-02-19 21:38:41,AAE,AAE001,조도(PPFD) 센서,41.84,GPIO0(ADC)
2026-02-19 21:38:41,AAF,AAF001,DO(용존산소) 센서,61.97,GPIO0(ADC)
2026-02-19 21:38:41,AAG,AAG001,습도 센서,62.74,GPIO0(ADC)
2026-02-19 21:38:41,AAH,AAH001,CO2 센서,41.16,GPIO0(ADC)
2026-02-19 21:38:41,AAI,AAI001,수온 센서,63.4,GPIO0(ADC)
2026-02-19 21:38:41,AAJ,AAJ001,양액탱크 레벨 센서,75.28,GPIO0(ADC)
2026-02-19 21:39:41,AAA,AAA001,pH 센서,72.39,GPIO0(ADC)
2026-02-19 21:39:41,AAA,AAA002,EC 센서,48.69,GPIO1(ADC)
2026-02-19 21:39:41,AAB,AAB001,pH 센서,55.25,GPIO0(ADC)
2026-02-19 21:39:41,AAC,AAC001,수위 센서,45.94,GPIO0(ADC)
2026-02-19 21:39:41,AAD,AAD001,온도 센서,44.28,GPIO5
2026-02-19 21:39:41,AAE,AAE001,조도(PPFD) 센서,77.37,GPIO0(ADC)
2026-02-19 21:39:41,AAF,AAF001,DO(용존산소) 센서,40.13,GPIO0(ADC)
2026-02-19 21:39:41,AAG,AAG001,습도 센서,46.63,GPIO0(ADC)
2026-02-19 21:39:41,AAH,AAH001,CO2 센서,62.4,GPIO0(ADC)
2026-02-19 21:39:41,AAI,AAI001,수온 센서,60.29,GPIO0(ADC)
2026-02-19 21:39:41,AAJ,AAJ001,양액탱크 레벨 센서,55.18,GPIO0(ADC)
2026-02-19 21:41:31,AAA,AAA001,pH 센서,63.77,GPIO0(ADC)
2026-02-19 21:41:31,AAA,AAA002,EC 센서,57.16,GPIO1(ADC)
2026-02-19 21:41:31,AAB,AAB001,pH 센서,60.52,GPIO0(ADC)
2026-02-19 21:41:31,AAC,AAC001,수위 센서,42.34,GPIO0(ADC)
2026-02-19 21:41:31,AAD,AAD001,온도 센서,52.63,GPIO5
2026-02-19 21:41:31,AAE,AAE001,조도(PPFD) 센서,46.98,GPIO0(ADC)
2026-02-19 21:41:31,AAF,AAF001,DO(용존산소) 센서,58.57,GPIO0(ADC)
2026-02-19 21:41:31,AAG,AAG001,습도 센서,73.86,GPIO0(ADC)
2026-02-19 21:41:31,AAH,AAH001,CO2 센서,48.53,GPIO0(ADC)
2026-02-19 21:41:31,AAI,AAI001,수온 센서,53.96,GPIO0(ADC)
2026-02-19 21:41:31,AAJ,AAJ001,양액탱크 레벨 센서,53.5,GPIO0(ADC)
2026-02-19 21:42:31,AAA,AAA001,pH 센서,30.46,GPIO0(ADC)
2026-02-19 21:42:31,AAA,AAA002,EC 센서,49.64,GPIO1(ADC)
2026-02-19 21:42:31,AAB,AAB001,pH 센서,16.9,GPIO0(ADC)
2026-02-19 21:42:31,AAC,AAC001,수위 센서,31.84,GPIO0(ADC)
2026-02-19 21:42:31,AAD,AAD001,온도 센서,39.31,GPIO5
2026-02-19 21:42:31,AAE,AAE001,조도(PPFD) 센서,56.86,GPIO0(ADC)
2026-02-19 21:42:31,AAF,AAF001,DO(용존산소) 센서,49.43,GPIO0(ADC)
2026-02-19 21:42:31,AAG,AAG001,습도 센서,57.79,GPIO0(ADC)
2026-02-19 21:42:31,AAH,AAH001,CO2 센서,47.17,GPIO0(ADC)
2026-02-19 21:42:31,AAI,AAI001,수온 센서,44.49,GPIO0(ADC)
2026-02-19 21:42:31,AAJ,AAJ001,양액탱크 레벨 센서,53.09,GPIO0(ADC)
2026-02-19 21:42:37,AAA,AAA001,pH 센서,63.78,GPIO0(ADC)
2026-02-19 21:42:37,AAA,AAA002,EC 센서,29.77,GPIO1(ADC)
2026-02-19 21:42:37,AAB,AAB001,pH 센서,44.28,GPIO0(ADC)
2026-02-19 21:42:37,AAC,AAC001,수위 센서,73.77,GPIO0(ADC)
2026-02-19 21:42:37,AAD,AAD001,온도 센서,43.07,GPIO5
2026-02-19 21:42:37,AAE,AAE001,조도(PPFD) 센서,53.47,GPIO0(ADC)
2026-02-19 21:42:37,AAF,AAF001,DO(용존산소) 센서,57.11,GPIO0(ADC)
2026-02-19 21:42:37,AAG,AAG001,습도 센서,38.12,GPIO0(ADC)
2026-02-19 21:42:37,AAH,AAH001,CO2 센서,75.36,GPIO0(ADC)
2026-02-19 21:42:37,AAI,AAI001,수온 센서,61.09,GPIO0(ADC)
2026-02-19 21:42:37,AAJ,AAJ001,양액탱크 레벨 센서,25.33,GPIO0(ADC)
2026-02-19 21:43:31,AAA,AAA001,pH 센서,47.42,GPIO0(ADC)
2026-02-19 21:43:31,AAA,AAA002,EC 센서,35.05,GPIO1(ADC)
2026-02-19 21:43:31,AAB,AAB001,pH 센서,49.85,GPIO0(ADC)
2026-02-19 21:43:31,AAC,AAC001,수위 센서,47.49,GPIO0(ADC)
2026-02-19 21:43:31,AAD,AAD001,온도 센서,43.14,GPIO5
2026-02-19 21:43:31,AAE,AAE001,조도(PPFD) 센서,68.21,GPIO0(ADC)
2026-02-19 21:43:31,AAF,AAF001,DO(용존산소) 센서,55.4,GPIO0(ADC)
2026-02-19 21:43:31,AAG,AAG001,습도 센서,55.71,GPIO0(ADC)
2026-02-19 21:43:31,AAH,AAH001,CO2 센서,54.13,GPIO0(ADC)
2026-02-19 21:43:31,AAI,AAI001,수온 센서,41.66,GPIO0(ADC)
2026-02-19 21:43:31,AAJ,AAJ001,양액탱크 레벨 센서,53.01,GPIO0(ADC)
2026-02-19 21:43:39,AAA,AAA001,pH 센서,50.72,GPIO0(ADC)
2026-02-19 21:43:39,AAA,AAA002,EC 센서,72.75,GPIO1(ADC)
2026-02-19 21:43:39,AAB,AAB001,pH 센서,35.26,GPIO0(ADC)
2026-02-19 21:43:39,AAC,AAC001,수위 센서,38.01,GPIO0(ADC)
2026-02-19 21:43:39,AAD,AAD001,온도 센서,45.4,GPIO5
2026-02-19 21:43:39,AAE,AAE001,조도(PPFD) 센서,53.31,GPIO0(ADC)
2026-02-19 21:43:39,AAF,AAF001,DO(용존산소) 센서,71.14,GPIO0(ADC)
2026-02-19 21:43:39,AAG,AAG001,습도 센서,46.3,GPIO0(ADC)
2026-02-19 21:43:39,AAH,AAH001,CO2 센서,38.37,GPIO0(ADC)
2026-02-19 21:43:39,AAI,AAI001,수온 센서,50.49,GPIO0(ADC)
2026-02-19 21:43:39,AAJ,AAJ001,양액탱크 레벨 센서,47.4,GPIO0(ADC)
2026-02-19 21:44:32,AAA,AAA001,pH 센서,42.28,GPIO0(ADC)
2026-02-19 21:44:32,AAA,AAA002,EC 센서,21.51,GPIO1(ADC)
2026-02-19 21:44:32,AAB,AAB001,pH 센서,56.22,GPIO0(ADC)
2026-02-19 21:44:32,AAC,AAC001,수위 센서,41.29,GPIO0(ADC)
2026-02-19 21:44:32,AAD,AAD001,온도 센서,41.35,GPIO5
2026-02-19 21:44:32,AAE,AAE001,조도(PPFD) 센서,65.0,GPIO0(ADC)
2026-02-19 21:44:32,AAF,AAF001,DO(용존산소) 센서,62.09,GPIO0(ADC)
2026-02-19 21:44:32,AAG,AAG001,습도 센서,37.17,GPIO0(ADC)
2026-02-19 21:44:32,AAH,AAH001,CO2 센서,38.12,GPIO0(ADC)
2026-02-19 21:44:32,AAI,AAI001,수온 센서,55.0,GPIO0(ADC)
2026-02-19 21:44:32,AAJ,AAJ001,양액탱크 레벨 센서,33.94,GPIO0(ADC)
2026-02-19 21:44:39,AAA,AAA001,pH 센서,66.0,GPIO0(ADC)
2026-02-19 21:44:39,AAA,AAA002,EC 센서,55.21,GPIO1(ADC)
2026-02-19 21:44:39,AAB,AAB001,pH 센서,51.47,GPIO0(ADC)
2026-02-19 21:44:39,AAC,AAC001,수위 센서,63.08,GPIO0(ADC)
2026-02-19 21:44:39,AAD,AAD001,온도 센서,52.57,GPIO5
